generation_index,target_raw_property,num_atoms,valid,rdkit_mol_created,has_unresolved_mask,atom_mask_remaining,charge_mask_remaining,bond_mask_remaining,sanitize_ok,single_component,smiles_ok,written_to_sdf,sdf_filename,sdf_path,smiles,canonical_smiles,is_unique_generated,duplicate_of_generation_index,dataset_membership_checked,in_train_dataset,in_val_dataset,in_test_dataset,in_any_dataset,is_novel,error
0,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 50 O, 3, is greater than permitted"
1,0.5,96,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,AtomKekulizeException: non-ring atom 36 marked aromatic
2,0.5,97,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 15 17 21 32 37 39 52 62 74 78 80 85 95
3,0.5,96,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 23 24 50
4,0.5,67,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 5 10 22 26 40 44 45 47 50 54 62 63 66
5,0.5,57,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 12 H, 3, is greater than permitted"
6,0.5,105,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 7 9 12 13 25 26 30 47 51 54 60 69 71 76 89 103
7,0.5,85,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 73 O, 3, is greater than permitted"
8,0.5,111,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 2 H, 3, is greater than permitted"
9,0.5,70,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 2 11 16 19 21 47 51 56 67 68
10,0.5,98,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 13 15 20 33 44 47 48 50 63 66 78 93 94
11,0.5,76,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 21 O, 3, is greater than permitted"
12,0.5,99,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 20 51 74 81 85 86
13,0.5,73,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 21 22 23 24 43 47 50 52 55 62 63
14,0.5,82,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 11 15 17 18 20 24 29 32 41 43 59 62 64 71 74 76
15,0.5,68,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,KekulizeException: Can't kekulize mol.  Unkekulized atoms: 8 32 34 39 52 56 64
16,0.5,64,False,True,False,False,False,False,True,False,False,False,,,,,,,True,,,,,,ValueError: molecule contains 2 disconnected fragments
17,0.5,105,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 1 H, 2, is greater than permitted"
18,0.5,100,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 22 O, 3, is greater than permitted"
19,0.5,59,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 56 H, 2, is greater than permitted"
20,0.5,71,False,True,False,False,False,False,False,False,False,False,,,,,,,True,,,,,,"AtomValenceException: Explicit valence for atom # 33 H, 2, is greater than permitted"
